,name,status
3990,باسقة شميم تهامي,1
26828,عصدت إياد بهيسة,0
30837,داليا أغم صفيق,0
21260,راسخظ سسيم أشجان,0
27209,نفيس فادية تانيا,0
27726,داليا فارع سميع,0
11700,عزيزة ناصر حافظ,1
28174,نجاد رنا انبساط,0
31789,بلقيس بهيس رامي,0
32039,جيهان وسيب وهاب,0
31956,رافل رولا رهيفة,0
16885,مثابة سفيان غالي,1
8308,قطب عبدالنور ضيغم,1
9422,أطياف إبراهيم جمعان,1
28464,جنى نسرين إنعان,0
238,راحيل بشر رامي,1
30362,عجرم حسون سلعم,0
11872,عبدالحق فلوح رامز,1
28364,مظهر سحر نجوانة,0
23627,ستع حياة مطيع,0
23392,نمير عكرمة ناجح,0
35558,إحسان آية آمال,0
17569,لبنى خاتم عامر,1
26651,كضدة عبدالمنان عاطف,0
12415,سامية عبدالبصير عبادة,1
2414,عشير زاخر محرم,1
1221,ورد زياد عمران,1
20820,جمانة فاخر قطب,0
12560,زيدون قاسم غافر,1
17416,فتحي نبال صفوان,1
19173,رابعة أمين صمصام,1
25321,عدي سناج زاسمين,0
35366,رشاد حبيب سوغد,0
369,رافقة رفيع عطا,1
8208,ريناد قاهر عبدالرزاق,1
19749,سحر بلال طيب,1
27594,رمضان رغد سالي,0
21539,بادق ريم ظطهر,0
4997,هدى عبادة نديم,1
9646,أنسة منظور بسطام,1
27478,نبيلة معينة جيداء,0
2817,شيماء نشأت ساجي,1
23230,رسمية زبيدة إيناس,0
35580,عمرو بانة قاملة,0
9321,خلف نجدت ضرار,1
30734,ناجدة شيماء سلوى,0
23795,مديدة بهدرة كفى,0
18518,سلمة مدرك زايد,1
28770,عرفة درغام أصلب,0
3547,هالة رويشد أمجد,1
13307,شمس الدين مبخوت رضا,1
18362,إيداع فضل جعفر,1
27339,قيس ميادة باسلة,0
14361,ليث داود أنس,1
33783,حمدان زيان محرم,0
714,كهلان حارث ضاهر,1
26176,ممدوح كاملة بلال,0
21306,شفيق دانا قاسم,0
3866,عمر باتل نصرت,1
2317,يمنى غفار نصرت,1
36882,عبدالجميل رهيف سجآ,0
11967,بطاح علي وائل,1
28051,نذير أرير ثواب,0
20697,ضرار رشيد شاري,0
34355,شاكرة مبروكة ريا,0
15256,رفيدة صبيح مسلمة,1
30611,عبآي جلال تائب,0
33529,سؤدد فاتح مظفر,0
10698,نصر بطرس كرم,1
26186,مقرن ريم باسقة,0
31631,ضاري تةلب جبح,0
6288,معد هواري كامل,1
6935,رشا شبيب ناصف,1
34705,دانا بارية ألطاف,0
25821,كامل نظيرة كاملة,0
647,رانيا نبيه شيبة,1
16093,ورد عامر توفيق,1
15645,نجاد جبلة صفوت,1
14759,زهير منصف مسلم,1
30563,ريا عمارة عوف,0
20541,غفار كلرم م,0
34308,غلا ظاهر عبءه,0
22353,كيتيا علوان معتوق,0
7961,لجين عيضة جنادة,1
26619,جساس ندرة أمال,0
23060,سرور نعيم باركة,0
6071,سمعان رسمي نبيه,1
8555,زبير سداد زاهد,1
31103,آدض بائقة ماضي,0
5019,مظفر بهلول العابدين,1
11504,عنبر فارس خلدون,1
8174,صبيح مبروك عنتر,1
27829,رفيف أنظام انشراف,0
24806,لجب معن ناصر الشين,0
14811,بشير منتصر همام,1
13894,إقدام أليف مرزوق,1
28167,تلام لانا ثائقة,0
9507,بهيجة سلمان منصف,1
2536,جود أكبر شاهد,1
4188,مسفرة حمدان جناح,1
22674,سمبع أدعج أحنف,0
9174,رغد المثنى صهيب,1
709,هريرة أنمار جلال,1
29707,نداء تيم سؤر,0
7342,حجر عشير زياد,1
19194,المثنى مالك عرفة,1
22408,سعيدة شكرية إقبال,0
36739,روابق قائد عبدالغني,0
4764,عاطفة رفعت ضياء,1
31213,العابدين الكيم ببيانة,0
36613,هشام أريج بتول,0
34515,عقل لذة نادية,0
3967,مجدي مطلب صافي,1
8757,نجيحة جاسم زهير,1
6588,رصينة عليم أيهم,1
5752,أسمى خباب عزب,1
36766,جليز مديد منقذ,0
10365,شيلاء حزم وديع,1
33996,هائلة بكر عقيل,0
1390,ممدوحة محجن كاسب,1
7027,لينا بيان زيان,1
23341,أمانة زكية هانئة,0
35891,نسيم بهيس نافع,0
36634,عايدة لقان مظلوف,0
17855,ناصحة نمر ضياء,1
21753,عبدو انسجام سنيحة,0
15545,مها مظهر نظمي,1
23908,شهلاء ليلى سحر,0
13888,نوار فارع نصرت,1
32164,عقبة شديد رمضان,0
11322,ممدوح صارم دهيم,1
2885,عبادة لطيف نائل,1
10249,جنا بشير مهاب,1
29402,كاظمة ابتهاج مطيعة,0
6758,راما قدري مطلق,1
18354,بكري سبع مسلمة,1
11028,ريم ماجد صفوت,1
8616,خضر صهيب منعم,1
6214,زهرة فهيم حزام,1
4465,ديما جودت نجيب,1
30341,المثنى رانيا خزامى,0
17176,فضل علوان شجاع,1
7819,نصر أمان معين,1
19912,فؤاد نسيم زيدون,1
33372,مطاعة ثويبة دعجاء,0
7719,ذبيانة حمزة سهيل,1
9010,عبدالرحيم شهاب بارع,1
3312,منذر خلف وهاب,1
36767,لهيفة غناء رقية,0
6379,سلطان تقي كمال,1
14115,وديع يحيى رئيف,1
33468,الحبيب إحمان ريهار,0
31129,أوسال لانا سبيعة,0
34486,تحجن شاهر ثويبة,0
17998,جبور مساعد زايد,1
9149,سامي ملحم عمارة,1
6610,رضوان أدهم مسلمة,1
70,مجيدة سامي مجير,1
29993,نةرين ساإر معحد,0
31567,ناجحة أطياف تماضر,0
9480,إصلاح مسلم عبدالملك,1
4098,وفيقة نجوان قطب,1
3884,هادي مديد مرتجى,1
16642,رخاء منذر زغلول,1
18320,سويد نادر باسل,1
33956,أريب ئلاء الدين حميد,0
5311,ريم جروان ستار,1
31097,مزهر لمى سعيدة بضم السين,0
10219,حسام عمير أبلج,1
18755,رافقة شعبان نضال,1
10979,عايض خاتم أشهب,1
25464,عكاشة شعبة علوان,0
29578,لجينة غصاب تميم,0
35646,عبدالمنان حماح نظمي,0
18736,كادي مصلح مصعب,1
27139,حجاب خويلد زباء,0
15462,عمارة رشوان كاظم,1
17099,معن بهاء نوري,1
10278,ناهية زيد سامي,1
20216,رحاب شاكر كليم,0
10215,منصفة منير شوكت,1
28515,فهيد فكرية ريتا,0
15003,مزن فؤاد آدم,1
11461,لينا خليل بشر,1
17271,ريبال إيهاب سعود,1
20624,حسون سلمان مدحت,0
35798,كادي مقبر رصينة,0
30114,مدثر مسفرة ساهدة,0
8805,آيات عابدة مبارك,1
439,وهبة منقذ مسعود,1
48,حمدان مناع ميمون,1
17186,فاخر نوري عرين,1
12261,عوني طريف مخلص,1
3406,وهبة نصار لطفي,1
26533,جيداء عمؤد عزيز,0
7777,دانا نديم غوار,1
31619,طيف عذاري وائي,0
25543,تمارة فرقان ستار,0
26846,فطين براء أسمى,0
14474,فهيم سعدي حزام,1
23096,تغاني أنوف أمورة,0
34268,ضارعة غانم ستار,0
29765,سدر نصاحة إكليل,0
31651,افتكار باسة أميمة,0
36068,سليم سهاد أمرات,0
33922,نزيهة أنوار سمة,0
8368,عماد حمدان أنور,1
23310,جلال ميرا سبيعة,0
16983,براء راشد أيمن,1
28277,كرم راسشة كليم,0
29160,ناهية نمود عبدالبصير,0
1789,نبيه عيد جهم,1
28106,إيناس عون مناف,0
31909,ظفير نعصومة جثى,0
1491,فضل عشير ضيف,1
11358,ساجد عراب رزين,1
7710,ظافرة محمد وسيم,1
12775,انشراح شوكت عروة,1
18509,زغلول حنظلة رجب,1
21313,حفصة تغاني كاملة,0
19114,رئيف سعدون رياض,1
16054,ياسمين غريب مناف,1
25870,إسحاق رأفت نععت,0
34249,مناحة أنشودة نسرين,0
17016,عكرمة صافي نايف,1
4894,فخر جودة عصمت,1
24940,هريرة نورة نعيم,0
25212,غالي بثينة ليلى,0
30165,أنة عبدايعظيم صفوان,0
28347,الحطيب الخضر بازعة,0
15976,لذة حاتم منيب,1
32795,ريحانة عكلخ أفنان,0
33707,فيضي بثينة شهلاء,0
20519,ربعة ربعة فخرية,0
5546,إسحاق ضيف عاطف,1
21533,نجاد ناشئة غيد,0
14001,بثينة عقاب رافق,1
16667,محسن رغيد بادي,1
31918,حجاب شكري سفيان,0
3476,إجلال رائف فارس,1
26337,تماضم كهزى دينا,0
29141,كبرى بءسق أشجان,0
12954,ضيف فواز هيثم,1
18895,بارزة إسحاق عكلة,1
18907,راتبة نصار تائب,1
27800,ندرة بشار محرز,0
15769,عبدالقدوس ماهر عائذ,1
2888,ثناء سلامة حارث,1
29742,تنال كفى إيناس,0
29128,مريم أبرار دعجاء,0
3272,ساهدة فالح ميثم,1
28286,فخرية ظافرة أروى,0
11123,نجد حجاب كاسب,1
29010,يسرا أمونة سهاد,0
29933,يارا صفاء صفاء,0
6592,متام يزيد راضي,1
6538,بارعة صبيح قادر,1
16083,زهير ناصف حسون,1
21172,عبشالباقي عميد انتصار,0
32412,سفيان إمداد أمورة,0
7799,رسول تهامي عنتر,1
4143,ميرا جبران عطاء,1
22872,فتل حافد فاجحة,0
3709,فرحان مبرور رافد,1
16749,أمال هيثم مشاري,1
22361,طريفة دانشة رمزئ,0
30204,سادئ أغاريد تائب,0
233,سبيعة مقرن لطفي,1
32767,حاسظ نامض خهال,0
11171,حكمت عز مرزوق,1
18936,مريم أخضر برد,1
11575,جيهان رأفت صارم,1
7026,ياسر عبدي فواز,1
26349,أحلام براء حجاب,0
25225,رديع نصير كميحة,0
5994,سعاد منتظر خلدون,1
19857,بكار شميم كارم,1
32921,مدحت طريفة خزامى,0
3461,فكرية هيثم بكار,1
7837,سويد حجاب رعد,1
31221,صمصام ظافرة جويريإ,0
12008,ليث نصار مرثد,1
15194,امتثال لؤي شفيق,1
24185,بوزة فيضي ثوبة,0
10820,ثراء معتصم نظيف,1
2732,ناهد أحمد نوح,1
24196,كليم مريذ مظهر,0
21638,ندرة رباح ثروان,0
26404,رشوان شعيب نمر,0
15264,مهيب عبيدة عمران,1
12373,بلال عبدو جمعة,1
2030,رافقة غيلان مخلف,1
3009,انسجام رفعت ميمون,1
9772,وهب أمان كاسر,1
30873,منير هالغ سديغ,0
30259,عنبسة السعدية سهاد,0
29583,خولة نجلاء إيناس,0
30718,ناظم ميادة فهيمة,0
18429,ضاهر نجم الدين أدغم,1
5615,فياض أمين شوكت,1
33612,تانيا مغيثة باسقة,0
2130,فرج تميم دعبل,1
23791,فاخر إيضاح رغد,0
5143,باهر فكري شريح,1
29870,ثويبة مكد شاهر,0
31908,بتول نسيم أمينة,0
8966,جبل رابح نظمي,1
33677,جمانة لزاح رنم,0
33851,مجير قصام نزيه,0
18139,نجوانة رامي فهد,1
26341,زيانة انبهاج امتثال,0
22994,فتاح تامر كامل,0
37019,دعيج ساهدة شبيف,0
30066,فيصى هنادي شيلضء,0
5453,تقي عوني سعيد,1
14613,ميلاد معصوم فتوح,1
5386,تيماء وهاب عفان,1
35199,مروم وليف أمان,0
3905,سحر نضال رشيد,1
16699,صفوان حجاج بشير,1
25291,نذيم رحمة شديد,0
99,فرحات مدرك رسول,1
19309,باسقة إمام شهاب,1
22346,خناء يغيد منقذ,0
21417,إيمان عدنان سميرل,0
13739,صديق غلاب رماح,1
14444,أبرار عبدالوهاب ملهم,1
29938,نجيبة حنبل ستار,0
13208,ممدوحة عنتر شعيب,1
19214,مرزوق سمعان مجدي,1
16176,اعتماد أيتن علاوة,1
36114,لطينة نشمي شوق,0
9785,انتظار مناف غياث,1
28039,عنبسة وهبة صفا,0
15189,سمر براء مرزوق,1
16549,خولة سليم بسطام,1
3670,جمال ماجد قادر,1
11465,فهيمة أدغم برهان,1
11174,بارزة مطلب مطر,1
2400,أريج ماضي ساري,1
21475,وءهانة عبدالرحيم أرقم,0
4013,سراج سعدي صافي,1
19703,فواز ضرار منصف,1
27078,مسافر مغيثة وفاء,0
9028,انجرار أحنف حمدون,1
19004,حمدون عوني نبيل,1
32394,صائنح سفيع أبضج,0
21899,غلام بارزة ناجدة,0
3352,رهام معطي رهيف,1
24999,أنارات غادة سؤدد,0
33346,عهود ياخر عبدالصمد,0
3386,فردوس عصام عارف,1
10702,ريحانة خير جرير,1
27830,مارسيل إيثار مها,0
33870,فهر باهر صافي,0
11747,بشيرة مأمون رعد,1
33535,انتصار ةاخر رصيأ,0
21926,رسمية أمونة أشجان,0
28330,مرنة عائد سامح,0
3891,ثابت رشيق عبدالودود,1
3350,باركة حواس محبوب,1
3918,انتهاء راجح نبال,1
10136,رديف صائن زيدون,1
14646,أنس ياسر مسفر,1
3674,رند راغد عبدالسلام,1
24114,الريه سهد عبدالرقيب,0
10767,جيهان ناصر مديد,1
27528,غلا انبساط نبيلة,0
35907,برهان بهؤول ماريا,0
13768,افتخار سلمة ذاكر,1
27662,مرهفة عوف فارس,0
22055,مخلص طامحة لانا,0
22646,انشراف رجب نجيبة,0
25087,مبروض سادن سيد,0
14858,وهاب نواس شفيع,1
19510,إيهاب أرغد أعسر,1
19902,رصينة سميح رسول,1
22740,نضال جظال فاطمة,0
17437,محرز آدم عبيدة,1
23187,أسماء سبع داود,0
3119,منيع نوفل فياض,1
6903,عنبر فكرت صافي,1
9520,يارا غالب مظهر,1
21151,رصين عييان رعتا,0
14164,سلطانة خضر شادي,1
26226,شاكر سونيا فهيمة,0
8226,شعيب هادي حنشل,1
32555,بلقيس ضياء نهتل,0
9919,قتادة شمر إيهاب,1
16407,إعزاز ركين مفتاح,1
13849,سلامة غفار أحمد,1
8126,إنعام فهمي ياسر,1
16038,رفيعة زاهد تغلب,1
13249,شارد مسافر عمارة,1
11616,مرام إياد رأفت,1
34045,عديل بصزعة أهيم,0
8133,إيفاء رافق منذر,1
3955,ميار نمير ناصف,1
21870,أميمية أنصار أولياء,0
7493,صريحة معن رفعت,1
28573,دينا زىدون هيفاء,0
18188,عشير علاء حجاج,1
28498,ريتا ثويبة دنيا,0
31204,هلال أمال مناصف,0
10423,خالص داوود سليم,1
6247,المثنى محبوب هيمان,1
15490,هاشم جناح رضا,1
6429,خلدون غيلان عرفات,1
33229,سطام لذة رشا,0
3308,الجوري ضرام عنترة,1
16708,رعد قطب ساجد,1
23917,مرحب مصعب بشرم,0
14798,عاطفة زيد رافق,1
35700,خةينة سداد راما,0
25893,ذاكر فائقة أولياء,0
34649,سيف بارزة أنغم,0
23649,ضياء سهد شكرية,0
4637,بازعة ظفير خازن,1
11287,أنظام فتاح عمارة,1
14725,سحيم مدلج شوكت,1
597,ميمونة إدريس نبيه,1
28753,معاوية علوان فرقان,0
32970,رمزي ماهرة تماضر,0
20506,فتوح آية متام,0
30596,تمذني جابر عزيز,0
8164,رخاء فاتح قثم,1
5673,راسخة مزن سحيم,1
36625,سلطان ساهر عبادة,0
2837,عمير عابد حارث,1
17025,رامي ذكوان ناصح,1
9823,جبور نهشل المثنى,1
5790,بشرى رسول حمزة,1
34035,نوال سعسة مناحي,0
15747,لقمان لؤي ممدوح,1
36503,انبساط راتب فائز,0
30084,محبوب بجير عيد,0
1445,عزيزة عبدالحكيم فتح,1
7249,عصمت معصوم نصرة,1
31162,خاإص كشعل وهاب,0
329,كمال أهيم بسيم,1
25519,حزم مسازد عكيدة,0
2343,صهيب فرحات سهيل,1
23523,سطاعة انبهاج ةلطانة,0
18428,مسلم رمزية جنادة,1
21252,نوري إشراف سها,0
9579,أنوار حفص زهير,1
35285,انبهاج لبانة رضوة,0
34044,إمهال علياء أشجان,0
2184,سلمان رافد رهيف,1
28240,أوها أكبر مطر,0
16307,حارث رياض أشتر,1
8600,فيضية حسون قطب,1
3023,نعمة أيهم عبدالشكور,1
10817,سها شريح نجدة,1
14064,لباب أهيم وديع,1
1920,رزين ربحي عبدالرب,1
13537,خزاعي مقرن مجيب,1
17634,ستار سنان مناع,1
33679,أديب إنعام أنسام,0
8712,افتكار سمعان فاخر,1
5880,ريتا رشيد جلال,1
1735,راجي مروان عبدالحليم,1
14689,ورد ناصح شعبان,1
8948,عليان نشأت إهاب,1
12257,غياث راجح محيا,1
18867,نهال نوح حاشد,1
1412,كنعان شافي مسيب,1
3705,تودد منعم جرير,1
21703,أوسال انجرار أنشودة,0
7779,عبدالرب مروان صابر,1
15378,إيداع سري ظافر,1
36270,نجلاء مرحب ظافرة,0
18464,سندس حمدان ناهي,1
37059,نجلاء كبرى سلمى,0
14700,وديع راتب مطلب,1
30608,عبدالقيوم أمنءة عمارة,0
30610,رفيدة إيتاء مطيعة,0
21772,راسم سهام فادة,0
543,محمد سفيان دارم,1
13758,فتيح كرم ظافر,1
31360,أنشودة رباح سراج,0
22935,سناء كريمة سبيعة,0
22947,لؤلؤة افتخار فاتن,0
23345,ولهشنة دينئ مها,0
22152,شديد حنظلة هرثمة,0
31551,ندرة حسنى رغيد,0
21589,كجان عنترة قديم,0
1745,قنوت أكرم مأمون,1
33686,عطاء اعتماد بهيجة,0
25085,ظاهر لهيفة لمى,0
29382,معين لهيفة انبساط,0
9684,بسمة مطاوع سليم,1
16677,زغلول ولاء الدين أيهم,1
12424,أنيسة نجاد مخلف,1
28617,إسماعيل جبران عز,0
12806,روابي زكريا بديع,1
14423,هيفاء نجدت عبدالبصير,1
14341,منتصر رمزي هاني,1
10670,ولاء فاتح شامخ,1
26645,معيش الدين ضاهر أنهار,0
16665,هيثم فائق صمد,1
6697,سلام قدامة داني,1
28670,قاسط سناء زينب,0
7345,زايد حافظ أحنف,1
14548,أنسام مطر ضرام,1
24648,رامإ ساجع زهلة,0
5174,نادر داود أعسر,1
34871,ساري جمانة زبيدة,0
8934,أبرار عويس رفعت,1
34663,فاتك جدعان رامز,0
6602,جيهان نجاد نواف,1
35127,ذحسان معمت عراب,0
24159,هيفاء أوها انشراف,0
11382,عباس عبدالرؤوف زيدون,1
14881,عائشة غازي جبران,1
4438,رانيا رشيد مجتبى,1
19133,شهاب راسخ فؤاد,1
9420,رغال فيض ناهل,1
6693,حزم عراب سمعان,1
6434,مجيدة أحمد فريج,1
10506,دحام نجم بشارة,1
19696,موفق مشاري شريح,1
22301,كاظمة أسمى مرحب,0
27467,تدرك بدرية أسلم,0
36336,نهال صائغة ظاهر,0
31939,مارسيل عميد عجم,0
33606,خلف آلاء غيد,0
27941,إدريس شيهجنة فاتح,0
33034,عائذ بهيجة أوصال,0
12666,سدين أرقم حفص,1
33561,ظكرية شيهانة ألفت,0
3334,رحاب رمضان سامح,1
1858,عهود طموح محرز,1
10777,نبيهة ساهد تامر,1
36804,فكرت ريا ريم,0
12546,عجاج سديد سمعان,1
16314,هناء فارع أعسر,1
34438,لطفي نجيحة أمامة,0
8894,رابح بطاح محيا,1
31387,شيماء سميحة رغد,0
27105,أشتر أوصال رافية,0
34411,نجيب رنيم عشير,0
22769,نوفل كاشر عبدالقيوظ,0
6165,جميلة جامع هيمان,1
22481,بكار إيماء أوصاف,0
35733,عرفة جمانة باسلة,0
10487,ماريا سبع ربحي,1
7192,حمزة هدير ريان,1
36709,تماضر ساجد رابح,0
11293,هاني شريك جاسم,1
27365,البراء عبدالجبار محمونة,0
13952,عنتر عبداللطيف أديب,1
32689,عبدالحق بهاء معينج,0
23250,ريما ذبيانة سؤيم,0
25141,شديد آيات دانية,0
8936,كليب أوس عجرم,1
11286,زبيدة هوزان سعد,1
24872,غالا رحمة دحام,0
8461,لارا أمان موفق,1
13602,بارعة صفوح سبع,1
37063,أليف سطام هشيم,0
16065,بهيج عبدالحليم بكري,1
11244,هنادي فؤاد عقاب,1
9911,مزهر سرور مظهر,1
10085,سندس بشارة عامر,1
32764,عكاشة بارية كاظمة,0
24077,هادي سلامة ميمونة,0
13191,أسرار ولاء الدين هود,1
17147,فيصل عبدالخالق مخلص,1
35268,جبران نشمي فاطمح,0
36787,لمى نورس مقبلة,0
5487,صفاء نافع ركين,1
34370,متعب ألطاف غيداء,0
34525,ثإبت أهيم الحبيب,0
22324,أحمد نسيم وفيقة,0
26912,فخوة سكينة رماح,0
33886,ميمون عشير إهلال,0
5299,مجيد معصوم طيب,1
34278,مطير عبؤالرب صادر,0
36900,جوهرة كبرى ظها,0
28193,سري وهبة نصاحة,0
14283,لذة بجير سهيل,1
23794,ناجدة مساعدة لوزت,0
3684,شجاع جمعان شعيب,1
33337,راشد شاهرة مجيبة,0
27113,محرز أوصاف معينة,0
705,كنزى رؤوف تميم,1
8166,سلوى مخلد غريب,1
24392,لزث ليالض نرجس,0
3739,البراء سميح ساجد,1
27820,عليان بشار عصمت,0
1989,عرفة نظير جهاد,1
937,ضياء نافع عمران,1
32643,خميس رحاب أنسة,0
24339,إياس أيسر رصدن,0
30524,رسيل طروفة كيان,0
12154,شجون طارق عبدالمجيد,1
28254,أبان رهيفة ريم,0
12968,ربحي فريد معين,1
15023,نصيف جودت نواف,1
33401,وديعة فادية شارد,0
13601,طيب حنبل حزام,1
18252,شاهرة بجير مهاب,1
35763,فاطمة أنوار عتابة,0
33618,معاوية زهرة نسيم,0
24225,ظظار دينا عبدالفتاح,0
10520,شامخ شعيب نصار,1
23166,غلا ورد سكينة,0
33755,حجاب ازدهار إدماعيل,0
33631,إكليل احتشام عبير,0
14754,جميلة بسطام عراب,1
10489,سعود نسيب هزاع,1
34946,سلطان غناء بسيمة,0
27471,شاكرة احتشام أناة,0
9844,بهيسة مرحب مطر,1
4106,ثنيان رشيد بهاء,1
18507,عبدالجليل مناحي كعب,1
30457,رسمي هديل سكينة,0
1915,بطرس عبدالجميل فيض,1
17975,ريا راضي عبدالعليم,1
23564,مطاعة أمورة سلطانة,0
11908,نادية أيسر غالي,1
10648,معاوية ضيف عمارة,1
18686,ثواب مجدي فرحان,1
16896,ممدوحة نصير صفوان,1
17027,حسحاس بندر رشيق,1
32558,مرتجى أدهم عكرمة,0
15004,سلام هادي سارح,1
673,عبدالقادر علي دغيم,1
5417,إهداف مأمون صديق,1
9799,أنوار مرشد مهدي,1
4970,كفى مدحة فتيح,1
20649,لجينة ناجدة أنيسة,0
27783,عبته خزنة مسفرة,0
24848,عمرو عبدالهادف حكيم,0
11784,كيان غنيم أبلج,1
1453,فادية لبيد كلاب,1
27563,شاهرة شادي عنبر,0
16750,شجاع المثنى بكر,1
10639,عراب نائل مزاحم,1
24501,طريفة فائقة دانا,0
8423,ستار شاكر مصلح,1
14032,نوال رافد سعود,1
28521,شميم أبرار أسارير,0
3404,نمر بشر علاوة,1
35316,طريفة شكوت نعمان,0
28450,ثراء تيماء لطفية,0
34104,منذرة فاخر رابح,0
3780,إمهال منصف ناهي,1
16028,خالدة منذر حافظ,1
15460,أمير جريج أبان,1
33361,أسمى وليفة رشا,0
8906,ماهرة رمزي قتيبة,1
27895,باسة زهرة تانيا,0
25264,صادر ربيث عنتأة,0
20110,ربعة أنس غسان,0
10981,بثينة بديع أمير,1
35926,ياسر ضياء رزان,0
13485,أمينة مجدي معد,1
22013,أمواج عبدالقدوإ عبدالظاهر,0
6391,رضوى أغلب جامع,1
4339,نافع سرور زيدان,1
15822,عزت ثواب لبيب,1
24526,مطيع يارا سميرة,0
2628,تماضر شهيد ربيع,1
19506,هدى عصام معد,1
8483,ناصح راشد نبال,1
5179,هود مرسي مأمون,1
6146,امتياز حجاج مصلح,1
557,مديدة عكاشة كرم,1
32829,حسون ندي فريدة,0
15300,زهية فهيد معروف,1
28537,مكدي راغد سدسد,0
29233,عنبسة فاتن آية,0
36033,معطي رياض إيتاء,0
31358,ندرة ضارعة غيد,0
28441,نجؤاء فهيه راكضن,0
24761,عصام عبدالرؤوض سامية,0
19399,رأفت كاظم فخري,1
27108,طهاد فهرية شاأخ,0
5606,نظمي عبدالودود فريد,1
7625,بليغ عفيف ناصر الدين,1
6715,فهيم وفيق ركين,1
9778,نورا ناهل معتضد,1
16324,منذرة ميثم صبيح,1
24352,دنيى خضز أنعم,0
2749,حنظلة مجاهد ثواب,1
14820,موهوب طريف رمزي,1
6242,شارد ميلاد مظفر,1
1996,عايدة ساطع أكبر,1
4147,ضرار فخر عقبة,1
4621,زهية عبدالجبار معين,1
25017,غريبة بديع شداد,0
8976,انشقار حمدان نزار,1
20708,بليتة مطاع قائد,0
13580,ليال رافق نصرت,1
31258,أنوس أنغم مطاعة,0
24756,منظور آيات أميمة,0
21373,امتياز شاكرة مقبلة,0
34574,فكرت أمرات أمانة,0
32624,رابح حواس ناهض,0
16319,هديل دعبل عرين,1
7839,عمير شعبة ثائر,1
3994,مشرف تائب رهيف,1
25933,آلاء آية إنجاح,0
5644,أمجد خميس فؤاد,1
11749,جريج حافظ شيبان,1
31422,دعيج شريفة قنوت,0
29286,لكى أمثرة نوري,0
27014,اعتماد إحسان بليغة,0
35717,نضال تعاب عراد,0
25032,رديكة كليم أسإار,0
24911,أمتد فرذاس ساندرا,0
21423,فارص كنان ذبيانة,0
23208,مجيد نوار جنق,0
32398,خميس شعبان غؤيبة,0
33734,مساعد رافع سرمد,0
25348,نهشل أغاريد مبروكة,0
6702,أسامة ثنيان فخري,1
10556,قطام منجد نصار,1
21583,تهامي اعتماد رضوة,0
23655,أبرار ناصحة السعدية,0
19522,أنشودة مقرن محبوب,1
20345,غناء أم كلثوب رامي,0
1873,إكليل فتوح مزاحم,1
11884,منذرة نجيب أدغم,1
23757,عوض بارية إناس,0
8864,عتابة رابح كنعان,1
24931,نامي عبيد سامي,0
4025,منيع فتيح نصار,1
20389,وديعة توريق قداف,0
21031,إوفيق هجرم بزوان,0
5721,طيف شاهر ذعار,1
32977,سميرة مجيبة مرهفة,0
12873,مارسيل إسحاق مرسي,1
6604,نزار صهيب نظيف,1
18924,حنشل ناصيف طريف,1
35205,سامية فكري حسنى,0
21419,أبهم شاأرة مطاعة,0
1522,شريفة عقيل شاري,1
20951,أفنان فليح عمر,0
9963,بارح شافع فهمي,1
18557,أشجان غانم فاتح,1
35937,قنوت إيفاء ضارعة,0
16917,محيا حمدان متعب,1
26069,زيان هديل مساعدة,0
30532,أسيل تنال ريا,0
19738,أغاريد زفر معين,1
18011,قبيصة مزن ناصيف,1
35839,حسين حيوة مضر,0
22495,مجيد تواض هريرة,0
4908,مارسيل فتوح خويلد,1
22566,ألطاآ نجاس سحيم,0
4783,إقدام هيمان بهيس,1
8210,سهل أيهم كهلان,1
10591,هيفاء صهيب مكتوم,1
2745,أمامة مجير شهيد,1
10636,قدامة صابر عبدالجليل,1
3827,منيرة بطرس بادي,1
9359,ابراهيم إسحاق شافي,1
16079,منى منذر نبيه,1
24638,نجوانة مرهفة بهيجة,0
4476,هانئ أحمد عياش,1
3424,منيع بسيم شافي,1
19198,منار قسام عنتر,1
12368,حكيم عبدالرقيب ناهل,1
11879,وهبة مسلم لبيب,1
14574,ريتا رضي عفيف,1
28912,ساندرخ ذناء رسمية,0
9883,انبهاج مرهج رابح,1
26741,غيداء انشقار سمر,0
9060,آمال عبدالحق ربحي,1
8102,رامي تمام رافع,1
36538,سرمد انبهاج اعتدال,0
2738,برد سامي رافع,1
3294,ستار جنادة سيف,1
4486,ناهي عيسى أكبر,1
10313,مجاهدة غالب ضيف,1
36388,أطياف ناشئة نهال,0
23476,تضال عبدالظاهر سلامه,0
9933,كفى عكرمة نصار,1
25855,راجي أنسة انشراح,0
26317,جودت زايد رسول,0
36074,شفيق كريمة رافية,0
28742,جلال أميرة رانيا,0
3805,دعيج ريبال شريح,1
18754,كفى زياد زغلول,1
24935,ملهمة رهام سها,0
4126,رشوان عبدالحفيظ كعب,1
6880,قتادة مصطفى محبوب,1
25055,ثائر ركان أكبر,0
30889,براء كاظمة يارا,0
28218,مساعدة هرى ييتاج,0
7009,غني ساجي خالص,1
30468,رايد أطياف رحيق,0
33457,أمينة ثراء سناء,0
13935,عبيد راسم حمزة,1
19680,نوار جليل رغيد,1
31289,غازي مجيبة طامحة,0
3007,شوكت رضا شفيع,1
34988,رياض صائنة إيضاح,0
23596,عدفل هاتة عبدالمنعم,0
